address;addres limpiado 1;category;id;Columna4;lat;lng;location;name;originalId;polarity;subCategory;details;reviews;Columna1;Columna2;Columna3
Rambla Sant Josep;Rambla Sant Josep;99;poi;Rambla Sant Josep;129562;4.138.254.877.027;21.718.575.450.281;Barcelona;Palau de la Virreina;4adcda50f964a520244121e3;0;Monument / Landmark;http://tour-pedia.org/api/getPlaceDetails?id=129562;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129562;;
Passeig de Gràcia 41;Passeig de Gràcia 41;poi;129567;129567;41.391.747.539.889;21.652.167.568.069;Barcelona;Casa Amatller;4adcda50f964a5202b4121e3;0;Monument / Landmark;http://tour-pedia.org/api/getPlaceDetails?id=129567;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129567;;;
Passeig de Gràcia 35;Passeig de Gràcia 35;poi;129573;129573;41.391.207.789.553;21.657.493.272.298;Barcelona;Casa Lleó-Morera;4adcda50f964a520344121e3;0;Monument / Landmark;http://tour-pedia.org/api/getPlaceDetails?id=129573;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129573;;;
Carrer Sant Honorat 1-3;Carrer Sant Honorat 1-3;poi;129577;129577;41.382.962.511.619;2.176.977.954.579;Barcelona;Palau de la Generalitat;4adcda50f964a5203c4121e3;0;Capitol Building;http://tour-pedia.org/api/getPlaceDetails?id=129577;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129577;;;
Plaça de Sant Jaume;Plaça de Sant Jaume;1;poi;Plaça de Sant Jaume;129580;41.382.391.479.519;21.772.348.880.768;Barcelona;Ajuntament de Barcelona;4adcda50f964a520454121e3;0;City Hall;http://tour-pedia.org/api/getPlaceDetails?id=129580;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129580;;
Parc de la Ciutadella;Parc de la Ciutadella;poi;129585;129585;41.388.448.043.872;2.185.526.064.636;Barcelona;Desconsol;4adcda50f964a520534121e3;0;Monument / Landmark;http://tour-pedia.org/api/getPlaceDetails?id=129585;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129585;;;
129588;Drassanes;Drassanes;Spain;129588;poi;Barcelona;41.376.944;2.175.998;http://tour-pedia.org/api/getPlaceDetails?id=129588;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129588;;;;;;
Carrer del Paradís 10;Carrer del Paradís 10;poi;129589;129589;4.138.338;2.177.134;Barcelona;Temple d'August;4adcda50f964a520584121e3;0;Monument / Landmark;http://tour-pedia.org/api/getPlaceDetails?id=129589;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129589;;;
Parc de l'Escorxador;Parc de l'Escorxador;poi;129590;129590;41.378.135.763.499;2.146.475.254.368;Barcelona;Dona i l'Ocell (La);4adcda50f964a5205c4121e3;0;Monument / Landmark;http://tour-pedia.org/api/getPlaceDetails?id=129590;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129590;;;
Av. Diagonal;Av. Diagonal; 416-420;poi;Av. Diagonal;129595;41.397.861.132.009;21.639.213.415.548;Barcelona;Casa Terrades (Casa de les Punxes);4adcda50f964a520644121e3;0;Monument / Landmark;http://tour-pedia.org/api/getPlaceDetails?id=129595;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129595;;
Passeig Picasso;Passeig Picasso;5;poi;Passeig Picasso;129603;41.388.526.002.275;21.838.796.713.944;Barcelona;Castell dels Tres Dragons;4adcda51f964a520774121e3;0;Monument / Landmark;http://tour-pedia.org/api/getPlaceDetails?id=129603;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129603;;
Carrer de Ferran;Carrer de Ferran;poi;129604;129604;41.381.333.870.413;21.753.126.778.287;Barcelona;Carrer Ferran;4adcda51f964a520784121e3;0;Road;http://tour-pedia.org/api/getPlaceDetails?id=129604;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129604;;;
Carrer del Fossar de les Moreres;Carrer del Fossar de les Moreres;poi;129607;129607;41.383.737;21.824.276.447.296;Barcelona;Fossar de les Moreres;4adcda51f964a5207c4121e3;0;Monument / Landmark;http://tour-pedia.org/api/getPlaceDetails?id=129607;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129607;;;
Carrer de Ganduxer 87;Carrer de Ganduxer 87;poi;129623;129623;41.399.669.741.231;21.334.514.684.575;Barcelona;Colegio Teresiano;4adcda51f964a520ac4121e3;0;Monument / Landmark;http://tour-pedia.org/api/getPlaceDetails?id=129623;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129623;;;
Avinguda De Pedralbes 7;Avinguda De Pedralbes 7;poi;129624;129624;41.389.285.937.996;21.194.064.617.157;Barcelona;Pabellones de la Finca Güell;4adcda51f964a520ad4121e3;0;Garden;http://tour-pedia.org/api/getPlaceDetails?id=129624;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129624;;;
Near Avinguda del Marquès de Comilles;Near Avinguda del Marquès de Comilles;poi;129627;129627;41.370.966.027.884;21.500.435.484.095;Barcelona;Barcelona Pavilion;4adcda51f964a520b84121e3;0;Monument / Landmark;http://tour-pedia.org/api/getPlaceDetails?id=129627;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129627;;;
La Rambla;La Rambla;poi;129631;129631;41.381.223.647.221;21.732.299.688.109;Barcelona;Miró Mosaic on the Rambla;4adcda51f964a520c44121e3;0;Plaza;http://tour-pedia.org/api/getPlaceDetails?id=129631;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129631;;;
Parc de la Ciutadella;Parc de la Ciutadella;poi;129632;129632;41.388.062.456.397;21.889.185.905.457;Barcelona;Parlament de Catalunya;4adcda51f964a520c84121e3;0;Capitol Building;http://tour-pedia.org/api/getPlaceDetails?id=129632;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129632;;;
Travessera de Grácia;Travessera de Grácia;poi;129633;129633;41.402.853;2.161.381;Barcelona;Plaça De John Lennon;4adcda51f964a520c94121e3;0;Monument / Landmark;http://tour-pedia.org/api/getPlaceDetails?id=129633;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129633;;;
129738;Sants Estació;Sants Estació;Spain;129738;poi;Barcelona;41.379.635;2.139.746;http://tour-pedia.org/api/getPlaceDetails?id=129738;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129738;;;;;;
Av. de la Reina Maria Cristina;Av. de la Reina Maria Cristina; s/n;poi;Av. de la Reina Maria Cristina;129739;41.373.282.267.943;21.511.960.029.602;Barcelona;Fira de Barcelona;4adcda60f964a520994421e3;0;Convention Center;http://tour-pedia.org/api/getPlaceDetails?id=129739;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129739;;
129820;Espanya;Espanya;Spain;129820;poi;Barcelona;41.375.713;2.149.632;http://tour-pedia.org/api/getPlaceDetails?id=129820;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129820;;;;;;
129847;Tetuan;Tetuan;Spain;129847;poi;Barcelona;41.394.631;2.175.088;http://tour-pedia.org/api/getPlaceDetails?id=129847;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129847;;;;;;
C/ Vilana;C/ Vilana;12;poi;C/ Vilana;129866;41.406.497;2.126.994;Barcelona;Centre Mèdic Teknon;4b56dc5cf964a5204d1d28e3;0;Hospital;http://tour-pedia.org/api/getPlaceDetails?id=129866;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129866;;
129870;Joanic;Joanic;Spain;129870;poi;Barcelona;41.406.037;2.162.971;http://tour-pedia.org/api/getPlaceDetails?id=129870;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129870;;;;;;
Plaça de Willy Brandt;Plaça de Willy Brandt; 11-14;poi;Plaça de Willy Brandt;129910;41.399.537.866.727;22.058.445.303.259;Barcelona;CCIB;4b5d6a24f964a520525c29e3;0;Convention Center;http://tour-pedia.org/api/getPlaceDetails?id=129910;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129910;;
129913;Fontana;Fontana;Spain;129913;poi;Barcelona;41.402.699;2.152.924;http://tour-pedia.org/api/getPlaceDetails?id=129913;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129913;;;;;;
Plaça de les Glòries;Plaça de les Glòries;37;poi;Plaça de les Glòries;129936;41.386.935.545.082;21.181.297.302.246;Barcelona;080 Barcelona Fashion;4b61a2ddf964a520191b2ae3;0;Event Space;http://tour-pedia.org/api/getPlaceDetails?id=129936;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129936;;
129938;Lesseps;Lesseps;Spain;129938;poi;Barcelona;41.406.212;2.149.698;http://tour-pedia.org/api/getPlaceDetails?id=129938;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129938;;;;;;
Nicaragua 75-77;Nicaragua 75-77;poi;130075;130075;41.384.258.819.841;21.397.423.102.023;Barcelona;Partit Dels Socialistes de Catalunya;4b6eb0eff964a520bbc62ce3;0;Government Building;http://tour-pedia.org/api/getPlaceDetails?id=130075;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130075;;;
130113;Muntaner;Muntaner;Spain;130113;poi;Barcelona;41.398.526;2.142.346;http://tour-pedia.org/api/getPlaceDetails?id=130113;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130113;;;;;;
130114;Sarrià;Sarrià;Spain;130114;poi;Barcelona;41.398.499;2.125.575;http://tour-pedia.org/api/getPlaceDetails?id=130114;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130114;;;;;;
Via Augusta;Via Augusta;202;poi;Via Augusta;130131;41.397.930.145.306;21.399.736.404.419;Barcelona;Departament d'Ensenyament;4b741dd4f964a520aec82de3;0;College Administrative Building;http://tour-pedia.org/api/getPlaceDetails?id=130131;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130131;;
Avda. Drassanes;Avda. Drassanes; S/N;poi;Avda. Drassanes;130225;41.376.913.224.587;21.763.336.658.478;Barcelona;METRO Drassanes;4b79a457f964a520be072fe3;0;Subway;http://tour-pedia.org/api/getPlaceDetails?id=130225;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130225;;
iradier 11;iradier 11;poi;130254;130254;41.404.524;2.125.465;Barcelona;Mossos d'Esquadra;4b7bb4e6f964a520766b2fe3;0;Police Station;http://tour-pedia.org/api/getPlaceDetails?id=130254;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130254;;;
;0;poi;130268;130268;41.369.594.446.415;21.511.610.966.112;Barcelona;wipjam @ MWC;4b7cfde1f964a5204eab2fe3;0;Meeting Room;http://tour-pedia.org/api/getPlaceDetails?id=130268;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130268;;;
C. de l'Hospital;C. de l'Hospital;56;poi;C. de l'Hospital;130320;41.381.008.297.002;21.699.045.525.566;Barcelona;Biblioteca de Catalunya;4b803c16f964a520495f30e3;0;Library;http://tour-pedia.org/api/getPlaceDetails?id=130320;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130320;;
Av. Meridiana;Av. Meridiana;257;poi;Av. Meridiana;130395;41.421.136.648.985;21.846.914.291.382;Barcelona;METRO Sagrera;4b88d1a3f964a520e20e32e3;0;Subway;http://tour-pedia.org/api/getPlaceDetails?id=130395;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130395;;
130444;Gràcia;Gràcia;Spain;130444;poi;Barcelona;41.399.098;2.152.662;http://tour-pedia.org/api/getPlaceDetails?id=130444;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130444;;;;;;
Moll 18C;Moll 18C;poi;130454;130454;41.371.446.585.234;2.181.590.795.517;Barcelona;World Trade Center Barcelona;4b8cf614f964a5205fe232e3;0;Convention Center;http://tour-pedia.org/api/getPlaceDetails?id=130454;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130454;;;
Pg. Manuel Girona;Pg. Manuel Girona;33;poi;Pg. Manuel Girona;130459;41.391.060.919.096;2.123.657.347.513;Barcelona;Centro Internacional de Medicina Avanzada (CIMA);4b8d293cf964a520f5ea32e3;0;Hospital;http://tour-pedia.org/api/getPlaceDetails?id=130459;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130459;;
Avinguda Diagonal;Avinguda Diagonal;547;poi;Avinguda Diagonal;130478;41.389.528.722.924;21.370.235.227.181;Barcelona;Auditori Axa;4b8f6c14f964a520175433e3;0;Convention Center;http://tour-pedia.org/api/getPlaceDetails?id=130478;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130478;;
130548;Glòries;Glòries;Spain;130548;poi;Barcelona;41.402.531;2.187.722;http://tour-pedia.org/api/getPlaceDetails?id=130548;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130548;;;;;;
Taulat;Taulat;poi;130551;130551;41.411.825.673.059;22.198.431.193.829;Barcelona;Tram T4 Fòrum;4b953e73f964a520769734e3;0;Light Rail;http://tour-pedia.org/api/getPlaceDetails?id=130551;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130551;;;
130571;Pl. Catalunya;Pl. Catalunya;Spain;130571;poi;Barcelona;41.385.632;216.872;http://tour-pedia.org/api/getPlaceDetails?id=130571;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130571;;;;;;
Avinguda Diagonal;Avinguda Diagonal;452;poi;Avinguda Diagonal;130578;41.396.026.285.356;21.578.573.751.341;Barcelona;Cambra del Comerç de Barcelona;4b97c232f964a520c51335e3;0;Government Building;http://tour-pedia.org/api/getPlaceDetails?id=130578;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130578;;
Carrer Albareda;Carrer Albareda;poi;130599;130599;41.373.720.593.158;21.739.401.905.535;Barcelona;Casa Del Mar;4b9a08ebf964a520f09b35e3;0;Convention Center;http://tour-pedia.org/api/getPlaceDetails?id=130599;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130599;;;
130651;Tren del Parc de l'Oreneta;Tren del Parc de l'Oreneta;;130651;poi;Barcelona;41.400.552.250.111;21.085.988.053.568;http://tour-pedia.org/api/getPlaceDetails?id=130651;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130651;;;;;;
Còrsega;Còrsega;333;poi;Còrsega;130660;41.397.492.935.923;21.607.309.408.455;Barcelona;Convergència Democràtica de Catalunya;4b9cf511f964a520d98436e3;0;Government Building;http://tour-pedia.org/api/getPlaceDetails?id=130660;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130660;;
130680;RENFE El Clot-Aragó;RENFE El Clot-Aragó;Av. Meridiana;130680;poi;Barcelona;4.140.958.271.313;21.876.955.032.349;http://tour-pedia.org/api/getPlaceDetails?id=130680;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130680;;;;;;
130683;Les Planes;Les Planes;Spain;130683;poi;Barcelona;41.427.403;2.091.618;http://tour-pedia.org/api/getPlaceDetails?id=130683;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130683;;;;;;
175 Calle de Numancia;175 Calle de Numancia; Barcelona; CT;175 Calle de Numancia; España;poi;130706;41.388.770.274.599;21.333.651.673.077;Barcelona;Hife Barcelona;4b9fa470f964a520173137e3;0;Bus Line;http://tour-pedia.org/api/getPlaceDetails?id=130706;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130706
Pje de Josep Carner;Pje de Josep Carner;poi;130716;130716;41.345.419.406.352;21.377.420.425.415;Barcelona;Ronda Litoral (Zona Franca);4ba09190f964a520997237e3;0;Road;http://tour-pedia.org/api/getPlaceDetails?id=130716;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130716;;;
Trafalgar 4;Trafalgar 4;poi;130719;130719;41.388.803.010.579;21.741.993.283.034;Barcelona;Oficina DNI y Pasaporte;4ba0af85f964a5208b7737e3;0;Government Building;http://tour-pedia.org/api/getPlaceDetails?id=130719;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130719;;;
Garcilaso;Garcilaso;103;poi;Garcilaso;130720;41.422.157.833.169;21.855.596.651.245;Barcelona;Biblioteca Garcilaso;4ba0b467f964a520867837e3;0;Library;http://tour-pedia.org/api/getPlaceDetails?id=130720;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130720;;
;0;poi;130742;130742;41.409.380.846.666;22.200.998.030.662;Barcelona;CCIB;4ba1eda8f964a52048d237e3;0;Meeting Room;http://tour-pedia.org/api/getPlaceDetails?id=130742;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130742;;;
Rasos de Peguera 62;Rasos de Peguera 62;poi;130797;130797;41.456.668.954.314;21.879.405.635.197;Barcelona;Funicular de Ciutat Meridiana;4ba4c71cf964a520f1b338e3;0;General Travel;http://tour-pedia.org/api/getPlaceDetails?id=130797;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130797;;;
Rasos de Peguera;Rasos de Peguera;poi;130799;130799;41.461.350.193.436;21.805.608.272.552;Barcelona;RENFE Torre Baró-Ciutat Meridiana-Vallbona;4ba4cae5f964a52052b538e3;0;Train;http://tour-pedia.org/api/getPlaceDetails?id=130799;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130799;;;
Plaça del Duc de Medinaceli;Plaça del Duc de Medinaceli;4;poi;Plaça del Duc de Medinaceli;130859;41.378.559.567.185;21.788.656.711.578;Barcelona;Registre Civil;4ba72ba1f964a520248439e3;0;Courthouse;http://tour-pedia.org/api/getPlaceDetails?id=130859;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130859;;
Girona 20;Girona 20;poi;130862;130862;41.391.456.623.172;21.756.438.086.457;Barcelona;Escola Administració Pública Catalunya;4ba74e26f964a520a68a39e3;0;City Hall;http://tour-pedia.org/api/getPlaceDetails?id=130862;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130862;;;
26 de Gener ;26 de Gener ; 42 - 44;poi;26 de Gener ;130863;41.374.984;2.141.572;Barcelona;Clínica Veterinària Animalia;4ba764f9f964a5206e9039e3;0;Medical Center;http://tour-pedia.org/api/getPlaceDetails?id=130863;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130863;;
joan d'austria 120;joan d'austria 120;poi;130866;130866;41.396.047.393.725;21.873.549.276.526;Barcelona;Creu Roja;4ba76f59f964a520a39339e3;0;Medical Center;http://tour-pedia.org/api/getPlaceDetails?id=130866;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130866;;;
Pl de la Vila;Pl de la Vila;poi;130880;130880;41.399.855;2.158.047;Barcelona;Seu del districte,  Gràcia;4ba87d68f964a5201add39e3;0;Government Building;http://tour-pedia.org/api/getPlaceDetails?id=130880;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130880;;;
130888;Palau Reial;Palau Reial;Spain;130888;poi;Barcelona;4.138.586;2.117.616;http://tour-pedia.org/api/getPlaceDetails?id=130888;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130888;;;;;;
Roger de Flor 194;Roger de Flor 194;poi;130924;130924;41.398.946.536.826;21.731.771.825.071;Barcelona;CAP Roger de Flor;4bab5d02f964a5208ba33ae3;0;Hospital;http://tour-pedia.org/api/getPlaceDetails?id=130924;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130924;;;
Carrer Segre;Carrer Segre;poi;130944;130944;41.433.563.232.422;21.924.430.131.912;Barcelona;TMB parada 1338 - 11 - 35 - 40 - B20 - B22 - N9;4baca2d6f964a520d6ff3ae3;0;Bus Line;http://tour-pedia.org/api/getPlaceDetails?id=130944;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130944;;;
Pl. Estació 64;Pl. Estació 64;poi;130966;130966;41.436.082.911.558;2.193.489.074.707;Barcelona;RENFE Sant Andreu Comtal;4bade200f964a520d26f3be3;0;Train Station;http://tour-pedia.org/api/getPlaceDetails?id=130966;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130966;;;
;0;poi;131008;131008;41.378.571.861.754;21.468.733.161.385;Barcelona;Bomberos de bcn;4baf6c37f964a5209ffe3be3;0;Fire Station;http://tour-pedia.org/api/getPlaceDetails?id=131008;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131008;;;
Balmes 107;Balmes 107;poi;131027;131027;41.391.879;2.159.047;Barcelona;Centre Rehabilitació Balmes;4bb0a474f964a5209f513ce3;0;Medical Center;http://tour-pedia.org/api/getPlaceDetails?id=131027;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131027;;;
Avda. Josep Tarradellas;Avda. Josep Tarradellas;33;poi;Avda. Josep Tarradellas;131035;41.384.398.341.179;214.238;Barcelona;Medifiatc;4bb1ab21f964a520469e3ce3;0;Doctor's Office;http://tour-pedia.org/api/getPlaceDetails?id=131035;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131035;;
;0;poi;131044;131044;41.386.818.678.923;21.269.553.736.489;Barcelona;Adeslas Centro Médico;4bb230b1715eef3bf7e184bb;0;Medical Center;http://tour-pedia.org/api/getPlaceDetails?id=131044;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131044;;;
Plaça de Catalunya;Plaça de Catalunya;poi;131052;131052;41.387.565.410.421;21.704.998.612.404;Barcelona;Aerobus;4bb31e5f14cfd13ac7a615ab;0;Bus Line;http://tour-pedia.org/api/getPlaceDetails?id=131052;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131052;;;
Passeig de Gràcia;Passeig de Gràcia;129;poi;Passeig de Gràcia;131062;41.397.415.066.465;21.577.835.083.008;Barcelona;ACCIÓ;4bb3764feb3e95218224cb0a;0;Office;http://tour-pedia.org/api/getPlaceDetails?id=131062;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131062;;
131216;Universitat;Universitat;Spain;131216;poi;Barcelona;4.138.599;2.164.652;http://tour-pedia.org/api/getPlaceDetails?id=131216;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131216;;;;;;
131220;El Putxet;El Putxet;Spain;131220;poi;Barcelona;41.405.826;2.139.152;http://tour-pedia.org/api/getPlaceDetails?id=131220;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131220;;;;;;
131227;CAP Vila Olímpica;CAP Vila Olímpica;Av. Icaria;131227;poi;Barcelona;41.390.314;2.194.771;http://tour-pedia.org/api/getPlaceDetails?id=131227;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131227;;;;;;
Canuda;Canuda;6;poi;Canuda;131232;41.384.560.918.015;21.715.807.914.734;Barcelona;Ateneu Barcelonès;4bbc7f76ed7776b0b8ab3f51;0;Library;http://tour-pedia.org/api/getPlaceDetails?id=131232;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131232;;
Via Augusta;Via Augusta;348;poi;Via Augusta;131242;41.400.804;2.123.222;Barcelona;Bicing 334;4bbd722607809521b9a8da91;0;Bike Rental / Bike Share;http://tour-pedia.org/api/getPlaceDetails?id=131242;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131242;;
Carrer de Sabino Arana;Carrer de Sabino Arana; 6-18;poi;Carrer de Sabino Arana;131267;41.385.007.697.013;21.258.288.403.603;Barcelona;Institut Universitari Dexeus;4bbee86ef353d13aded77d10;0;Hospital;http://tour-pedia.org/api/getPlaceDetails?id=131267;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131267;;
Corsega 286;Corsega 286;poi;131341;131341;41.394.605.914.672;21.572.433.481.758;Barcelona;Artchimboldi;4bc2d72e74a9a59305c9d3f6;0;Meeting Room;http://tour-pedia.org/api/getPlaceDetails?id=131341;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131341;;;
Vía Julia;Vía Julia;poi;131352;131352;41.443.523.245.266;21.790.608.369.661;Barcelona;METRO Vía Julia;4bc35ca5f8219c74f4f8b510;0;Subway;http://tour-pedia.org/api/getPlaceDetails?id=131352;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131352;;;
Mallorca;Mallorca; 603-609;poi;Mallorca;131360;41.412.663.474.012;21.869.037.052.081;Barcelona;Fremap;4bc4610e2a89ef3bdc29f688;0;Medical Center;http://tour-pedia.org/api/getPlaceDetails?id=131360;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131360;;
131366;Pàdua;Pàdua;Spain;131366;poi;Barcelona;41.403.511;2.142.759;http://tour-pedia.org/api/getPlaceDetails?id=131366;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131366;;;;;;
Tarragona 110;Tarragona 110;poi;131393;131393;4.137.997.392.696;21.438.423.803.919;Barcelona;Maz Calle Tarragona;4bc6af57db8fa59347c29c37;0;Medical Center;http://tour-pedia.org/api/getPlaceDetails?id=131393;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131393;;;
passeig de sant joan;passeig de sant joan;189;poi;passeig de sant joan;131400;41.403.829.454.548;21.636.670.607.183;Barcelona;Delegacion del Gobierno;4bc6eb4baf07a59321397e2d;0;Government Building;http://tour-pedia.org/api/getPlaceDetails?id=131400;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131400;;
;0;poi;131403;131403;41.372.291.365.045;21.514.872.532.564;Barcelona;Palau De Congressos De Barcelona;4bc702c86501c9b68f963d29;0;Convention Center;http://tour-pedia.org/api/getPlaceDetails?id=131403;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131403;;;
Travessera de Gracia;Travessera de Gracia;117;poi;Travessera de Gracia;131437;4.139.937;2.154.868;Barcelona;Tesoreria General De La Seguridad Social;4bc81ef26501c9b628a23f29;0;Capitol Building;http://tour-pedia.org/api/getPlaceDetails?id=131437;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131437;;
Passeig dels Tilers 19 08034 Barcelona - Spain;Passeig dels Tilers 19 08034 Barcelona - Spain;poi;131462;131462;41.390.008.163.001;21.164.293.827.512;Barcelona;Torre Girona Students Residence Barcelona;4bc8e380762beee1c8a63d38;0;General Travel;http://tour-pedia.org/api/getPlaceDetails?id=131462;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131462;;;
Manso;Manso;19;poi;Manso;131547;413.764.236.627;21.598.674.126.524;Barcelona;CAP Manso;4bcc01a23740b7131d706365;0;Hospital;http://tour-pedia.org/api/getPlaceDetails?id=131547;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131547;;
Ausias March;Ausias March;36;poi;Ausias March;131595;41.391.743.594.767;21.762.580.867.552;Barcelona;CEJFE;4bd06736462cb713ac3dd807;0;Government Building;http://tour-pedia.org/api/getPlaceDetails?id=131595;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131595;;
Carrer de Sants;Carrer de Sants;poi;131600;131600;41.375.278.916.635;21.294.164.657.593;Barcelona;METRO Badal;4bd0909ba8b3a593dc23645f;0;Subway;http://tour-pedia.org/api/getPlaceDetails?id=131600;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131600;;;
Avinguda de Vallcarca;Avinguda de Vallcarca; 14-26;poi;Avinguda de Vallcarca;131613;41.415.101.305.836;21.379.873.068.524;Barcelona;Ronda De Dalt entrada 6;4bd18b3077b29c7435b78c82;0;Road;http://tour-pedia.org/api/getPlaceDetails?id=131613;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131613;;
131618;Casa de l'Aigua;Casa de l'Aigua;Spain;131618;poi;Barcelona;41.451.383;2.185.873;http://tour-pedia.org/api/getPlaceDetails?id=131618;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131618;;;;;;
Potosí;Potosí;2;poi;Potosí;131622;41.441.188.489.803;21.979.119.416.456;Barcelona;Viajes Iberia;4bd1a17077b29c744ae18c82;0;General Travel;http://tour-pedia.org/api/getPlaceDetails?id=131622;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131622;;
131771;Av. Tibidabo;Av. Tibidabo;Spain;131771;poi;Barcelona;41.409.648;2.137.163;http://tour-pedia.org/api/getPlaceDetails?id=131771;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131771;;;;;;
131799;Paral·lel;Paral·lel;Spain;131799;poi;Barcelona;41.374.823;2.167.947;http://tour-pedia.org/api/getPlaceDetails?id=131799;http://tour-pedia.org/api/getReviewsByPlaceId?placeId=131799;;;;;;
